질문,답변
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Google', 'Android', 'Kotlin', '플랫폼', '기반', '모바일', 'App', '설계', '구축', '지속', '릴리즈', '프로세스', '품질', '개선', 'BLE', 'API', '통신', '구현', 'SDK', '개발', '유지', '보수', '사양', '성능', '보장', '문제점', '해결', '최적', '작업', 'PlayStore', '등록', '업데이트', '버전', '관리', 'AOS', '프레임', '워크', '이해', '논리', '원활', '커뮤니케이션', '능력', '보유', '사고', '학습', '성장', '관심', '자기', '노력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['AI', '활용', '각종', '투자', '정보', '데이터', '수집', '가공', '플랫폼', '아키텍쳐', '설계', '개발', '담당', '지식', '그래프', 'RAG', '구축', '서비스', 'API', '관련', '기술', '리서치', 'PoC', '지원', '기타', '회사', '사용', '전반', 'API 개발', '백엔드 개발', '이상', '최소한', '이해', 'LLM', '관심', '증권', '도메인', '도전']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['AI', '클라우드', '계산', '자원', '인스턴스', '작업', '소프트웨어', '패키지', '각종', '정책', '관리', '구성', '요소', 'API 개발', '규모', 'GPU', '클러스터', '효율', '활용', '기술 개발', 'scheduling', 'fault', 'detection', 'live', 'migration', '플랫폼', 'scale', 'out', 'high', 'availability', '지원', '모레', 'IaaS', '다양', 'PaaS', 'SaaS', '서비스', '연동', '컴퓨터', '공학', '관련', '전공', '학부', '졸업', '동등', '경력', 'Kubernetes', 'Core', 'Concepts', 'Pods', 'Deployments', 'Services', 'RBAC', '리소스', '경험', '컨테이너', '오케스트레이션', '분산', '시스템', '설계', '이해', 'golang', '유사', '언어', '개발', '가능']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['SDK', '분석', 'QA', 'Plan', '설계', '연동', '테스트 케이스', '작', '테스트', '수행', 'GAMEPOT', '배포', '이슈', '관리', '서비스', '운영', '환경', '장애', 'CS', '대응', '유관', '업무', '이상']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['동영상', '광고', '시장', 'brand', 'safety', 'AiD', 'Ai', 'Defense', '백', '엔드', '서비스', '전반', '개발', '운영', '이상', '직무', '경력', '보유자', '문제', '관찰력', '해결', '적극', '커뮤니케이션', '역량', '맡', '열정', '책임감', '업무', '수행', '진취', '분', 'Python', 'JVM', '기반', '언어', '사용', '능력', '관계', '데이터베이스', '네트워크', '운영체제', '이해', 'PostgresSQL', 'DB', '관리', '쿼리', '튜닝', '경험', '클라우드', '환경', 'AWS', 'GCP', '구축', '배포', 'Github Action', 'CI', 'CD', '파이프라인', 'Github', 'Portpolio', '필수', '제출']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Superb', 'AI', 'Senior', 'Frontend', 'Engineer', '회사', '프론트', '엔드', '전반', '담당', '고객', '경험', '제품', '서비스', 'UI', 'UX', '고도', '설계', '유지', '보수', '성능', '개선', '문제점', '도출', '다양', '업무', '수행', '머신', '러닝', '사용', '규모', '학습', '데이터', '제작', '관리', '웹', '어플리케이션', '개발', 'Web', 'Assembly', 'WebGL', 'Native', '기술', '활용', '최적화', 'Application', '애시', '소속', '팀', '소개', '챕터', '필요', '시각', '요소', '유저', '원활', '히', '이용', '지원', '중심', '사고', '노력', '가치', '우선', '생각', '멤버', '파트', '주도', '교류', '프론트엔드 개발자', '성장', '기반', '지속', '실험', '최적', '고민', '창의', '문제', '해결', '열정', '동료', '경력', '이상', '보유', '학력', '전공', '무관', 'Debugging', 'Profiling', '지식', '기타', 'Graphics', 'API', 'framework', '자료', '구조', '알고리즘', '데이터베이스', '네트워크', '전산', '능력', '정적', '타입', '언어', 'TypeScript', '이해', '관련', '테스트', '코드', '작성']","{'언어': ['TypeScript'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['업무', '내용', '백엔드 개발', '페칭의', '기반', '기술', '담당', '중요', '포지션', '페칭', '서비스', 'Node.js', 'API 개발', '크롤러', '개발', '관리자', '페이지', 'AWS', '인프라', '구축', '관리', '사용', '스택', '백엔드', 'TypeScript', 'Nest.js', 'MySQL', 'Aurora', 'AWS RDS', 'ECS', 'Elastic', 'Cloud', 'RabbitMQ', '프론트', 'Next.js', 'React', 'Native', 'Notion', '프로젝트 관리', 'Slack', '소통', '기본', 'CS', '지식', 'OS', 'Network', 'DB', 'Data', 'Structure', 'Algorithm', '보유', '실무', '활용', '가능', 'Server', 'Language', 'JS', 'Python', 'JAVA', 'Kotlin', 'GO', 'C++', '이상', '언어', 'Web', 'Framework', 'Nest', 'Django', 'FastAPI', 'Spring', 'Maria', 'RDBMS', 'NoSQL', '경험', 'Git', 'SVN', '버전', '시스템', '웹', '앱', '백', '엔드', '다양', '가이드', '능동', '진행', '상황', '근본', '문제', '도출', '해결']","{'언어': ['JAVA', 'C++', 'TypeScript', 'Python', 'GO'], '프레임워크': ['Spring', 'FastAPI', 'Django', 'React'], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['웹 개발', '프로젝트', '담당', 'Web', '플랫폼', 'EVM', '계열', '블록체인', '연계', '웹', '서비스', '개발', 'Nest.js', '활용', 'REST', 'API 개발', '백', '오피스', '관리자', '데이터', '모듈', '최적', '리팩토링', '이상', '풀스텍', '경험', 'Nodejs', '기반', 'Framework', 'MVC', '이해', 'AWS', 'RDB', 'NoSQL', 'Restful API', 'GraphQL', '백엔드 개발', 'Github', '이용', '버전', '관리', 'ERC', '스마트컨트랙트', 'Dapp', '필수', '프록시', '패턴', '문제', '해결', '능력', '원활', '커뮤니케이션', '기술', '업무', '수행', 'CI', 'CD', '빌드', '자동', '배포']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Salesforce', '기반', '솔루션', '구축', '사업', '관리', '조직', '리딩', '매니징', '성장', '지원', '프로젝트', '방향', '제시', '기술', '경험', '분', '코어', '비즈니스', 'CBU', '운영', '개발', '백엔드 개발', '경력', '이상', '능동', '본부', '리드', '다양', '습득', '이해', '거부감', '외부', '이해관계자', '원활', '소통', '협업', '능력', '보유']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['영상', '처리', '알고리즘 개발', '측정', 'Defect', '검사', '비전', '관련', 'Interface', 'Gui', '개발', '가능자', 'C', '경력', '직', '채용']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['담당', '업무', '생성', '거대', '언어', '모델', '활용', 'Chatbot', '개발', '외부', 'API', '지식', '검색', '결과', '연동', '예', 'ChatGPT', 'PlugIn', 'RAG', '시스템', '대화', '이력', '맥락', '개인화', '정보', 'Prompt', 'Engineering', 'Few', 'Zero', 'Shot', 'Learning', '개선', '다양', '페르소나', '응답', '기술 개발', '자동', '평가', '기술', '서비스', '프로세스', '확보', '절차', '채용', '서류', '지원', '실무', '면접', '임원', '처우', '협의', '입사', '학력', '대졸', '학사', '이상', '경력', '보유자', '전문', '최신', '기계', '학습', '인공', '지능', '이해', '알고리즘', '구현', '역량', '보유', 'NLP', '관련', '분야', '연구', '경험', 'Search', 'Modeling', 'NLU', 'DM', 'NLG', 'QA', 'ChitChat', 'Gemini', 'Claude', 'PyTorch', 'Tensorflow', 'Huggingface', '딥 러닝', '프레임', '워크', '능력']","{'언어': [], '프레임워크': [], '라이브러리': ['Tensorflow'], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['사내', 'SAP', '연동', 'WEB', 'ERP', '개발', '운영', '웹', '기반', '회계', '시스템', '분석', '설계', '업무', '지원', '신규', 'Business', '도입', '고도', '적용', '사항', '중장기', '전략', '수립', 'E', 'Accounting', '유지', '보수', '재무', '관련', '경험', 'JAVA', 'Java', 'Spring', 'framework', 'jsp', 'mybatis', 'MSSQL', 'LINUX', 'python', 'I', 'F', 'RFC', 'EAI', 'API', '원활', '커뮤니케이션', '능력']","{'언어': ['JAVA', 'Java', 'python'], '프레임워크': ['Spring'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['제품', '개발', '커스터마이징', '프로젝트', 'Front', 'end', '담당', '기술', '스택', 'HTML', 'CSS', 'JavaScript', 'Vue.js', 'v', 'TypeScript', '툴', 'IntelliJ', '협업', '환경', '형상', '관리', 'Bitbucket', '프로젝트 관리', 'Confluence', 'Jira', '클라우드', 'OpenStack', 'VMware', 'K', 's', '경력', '이상', '최소', '웹 개발', '경험', '필수', '컴퓨터', '관련', '전공자', '상응', '지식', '보유', '활용', '가능', 'Git', 'Github', '소스']","{'언어': ['JavaScript', 'TypeScript'], '프레임워크': ['Vue.js'], '라이브러리': [], '툴': ['Git']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Vision', 'AI', 'application', 'Deep Learning', '모델', '개발', '최적화', 'Object', 'Detection', 'Segmentation', 'Human', 'Pose', 'Estimation', '기술 개발', '학습', 'DB', '설계', '최적', '관련', '분야', '석사', '학위', '이상', '경력', '보유']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['자율', '주행', '차량', '제어', '알고리즘 개발', '동역학', '기반', '브레이크', '엑셀', '페달', '액추에이터', '파라미터', '자동', '튜닝', '기계공학', '공학', '관련', '분야', '학사', '이상', 'Linear', 'algebra', '고전', '현대', '전공', '지식', 'C', 'Python', '숙련자', '경력', '무관']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['빅데이터', '기반', '추천', '알고리즘', '엔진', '개발', '용량', '데이터', '처리', '통계', '사용자', '분석', '시스템', 'Python', 'Frontend', 'Backend', '머신', '러닝', '딥 러닝', '서비스', '프로젝트', '경험', '분', 'BigQuery', 'Hadoop', 'Elastic', '프로그래밍', '지식', '보유']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['SKT', 'Next', 'BSS', '프로젝트', '운영', '업무', '컨테이너', '플랫폼', '구축', '담당', 'x', '기', '반', '서버', '스토리', '지', 'On', 'Premise', 'Cloud', '환경', 'OpenShift', 'K', 'S', '개발', '경험', '시스템', '발생', '다양', '문제', '신속', '정확', '해결', '능력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['합류', '담당', '업무', '국내외', '웹툰', '플랫폼', 'Android', 'App', '신규', '개발', '운영', '봄툰', '레진코믹스', '델리', '역량', '경험', '이상', '경력', '보유', 'Kotlin', 'Java', '이용']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['lik', 'elion.net', '백엔드', 'API 개발', '운영', 'AWS', '서비스', '인프라', '구축', '관리', '이상', '백엔드 개발', '경력', '실력', 'Python', '기반', '프레임', '워크', 'FastAPI', 'Flask', '활용', 'Git', '이용', '버전', '협업', '클라우드', 'Docker', 'Kubernetes', '컨테이너', '환경', '개발', '경험', '기술', '중심', '유저', '태도', '요구사항', '분석', '피드백', '가능', '열정', '지속', '효과', '하나', '개선']","{'언어': ['Python'], '프레임워크': ['FastAPI', 'Flask'], '라이브러리': [], '툴': ['Git', 'Docker', 'Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Windows', '환경', '의료', '장비', '하드웨어', '구동', '응용', '소트프웨어', '개발', '설계', '스킬', 'C', 'WPF', '협업툴', '자동화', '학력', '학사', '이상', '경력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['회사', 'IT', '업무', '총괄', '클라우드', '환경', '인프라', '구성', '관리', '클라우드 보안', '설정', '보안', '취약점', '조치', '개선', 'rd', 'Party', '솔루션', '구축', '지원', '홈페이지', '개발', '유지', '보수', '사내', '전산', '장비', '네트워크', 'PC', '운영', '경력', '이상', 'AWS', 'EKS', '경험', '웹', '페이지', 'API 개발', '주도', '수행', '능력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['서버', '설치', '구성', '신규', '초기', '설정', '담당', '시스템', '유지', '보수', '안정', '운영', '정기', '점검', '수행', '보안 관리', '보안', '상태', '위협', '대응책', '마련', '성능', '최적', '분석', '방안', '제시', '서버 관리', '경력', '이상', '보유', 'Linux', 'Windows 서버', '경험', '네트워크', '관련', '지식', '문제', '해결', '능력', '사고', 'airflow', '이용', '배포']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['DBA', '아키텍처', '구성', 'Database', '안정', '운영', '데이터베이스', '분석', '설계', '구축', '최적화', 'Tuning', '스키마', '관리', '성능', '모니터링', '장애', '조치', '시행', '데이터', '웨어', '하우스', '사용', '기술', 'AWS RDS', 'Aurora', 'MySQL', 'RDS', 'for', 'MongoDB', 'MYSQL', 'DB', '경험', '이상', '개선', '이해', '보안', '백업', '이해도', 'Migration', '동료', '적극', '소통', '협업']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['뚜누', '서비스', 'server', 'API 개발', '최적화', '관리', '솔루션', '성능', '품질', '문제', '개선', '사내', '오피스', '프로그램', '개발', '사용', '기술', '스택', 'NestJS', 'TypeScript', 'Python', 'PostgreSQL', 'Redis', 'Docker', 'K', 's', 'Git', 'AWS', '실무', '경력', '이상', '역량', 'REST API', '기반', '설계', '경험', '활용']","{'언어': ['Python', 'TypeScript'], '프레임워크': [], '라이브러리': [], '툴': ['Git', 'Docker']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['클라우드', '인프라', '구축', '운영', 'VMWare', 'Openstack', '관련', '경력', '이상', '서버', '시스템', '이해']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['InfraBlockchain', '코어', '개발', '엔진', '스마트', '컨트랙트', 'Rust', 'C', 'InfraDID', 'SDK', '공개', '블록체인', '플랫폼', '연구', 'Polkadot', 'Substrate', 'EOSIO', 'Antelope', 'Ethereum', 'Cosmos', 'Solana', 'Aptos', 'Sui', 'TON', 'Proof', 'of', 'Transaction', '합의', '알고리즘', '고도', 'Zero', 'Knowledge', '기반', '익명', '트랜잭션', '이상', '소프트웨어 개발', '경력', '보유', 'Cryptography', 'Blockchain', '기본', '원리', '이해도']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['금융', '증시', '분야', '특화', '데이터', '검색', '업무', '추론', '가능', '프롬프트', '엔지니어링', 'RAG', '최적화', '다양', '품질', '명령', '지침', 'Instruction', '생성', '구축', 'SentenceTransformer', '기반', 'Few', 'shot', '학습', '미세', '조정', '경험', '필수', '문서', '레이아웃', '계층', '색인', '기술', 'RAPTOR', 'RAFT', 'HyDE', '이해', '필요', '최신', 'CoT', 'Auto', 'Prompt', 'ReAct', 'Reflextion', 'Self', 'Critique', '실무', '보유']","{'언어': [], '프레임워크': ['ReAct'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['MG', 'AI', 'ML', 'Software', 'Engineer', '다음', '분야', '이상', '업무', '수행', '기반', '신규', '서비스', '프로', '토', '타이핑', '기술', 'e.g.', '생성', '활용', '기능', '데이팅', '도메인', '사용자', '경험', '혁신', '지', '검증', '백', '앤드', 'API 개발', '웹', '프론트', '엔드', 'iOS', 'Android', '클라이언트 개발', '특정', '스택', '제한', '가설', '필요', '개발', '작업', '진행', '이때', '이터레이션', '사이클', '다양', '아이디어', '제시', '주도', '디바이스', '머신', '러닝', '탑재', '클라이언트', 'SDK', '매치', '그룹', '모바일', '애플리케이션', '원', '온', '모델', '실험', '데모', '최적', '전', '후', '처리', '구현', '양자화', '레이어', '변환', '성능', '통합', '배포', '설정', '연동', 'React', 'Spring', '운영', '어플리케이션', '설계', '추천', '확장', '가능', 'FastAPI', '특징', '이해', '극한', '동시', '비용', '효율', '글로벌', '스케일', '동작', '시스템', '공통', 'Sr.', '위', '이외', '프로젝트', '리딩', '유저', '상승', 'MLSE', '팀', '시니어', '퀄리티', '코드', '리뷰', '페어', '프로그래밍', '모범', '문서', '작성', '안정', '모니터링', '구축', '책임', 'Cross', 'team', '구성원', '커뮤니케이션', '성공', '주니어', '엔지니어', '성장', '방면', '고민', '기여', '중요', '역할', '문제', '분석', '전체', '소프트웨어', 'life', 'cycle', '관여', 'CS', '기초', '자료', '구조', '알고리즘', '운영체제', '컴퓨터', '아키텍처', '기계', '학습', '딥 러닝', '관심', '기본', 'Java', 'Kotlin', 'Python', 'JavaScript', 'Go', 'Swift', '언어', '외', '사용', '영어', '의사소통', '한국어', '원활', '의사', '소통', '분', '조직', '협업']","{'언어': ['Python', 'Java', 'Go', 'JavaScript'], '프레임워크': ['FastAPI', 'Spring', 'React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Android', 'iOS', '앱', '카메라', '기능', '구현', '이미지', '동영상', '편집', '개발', '최신', '기술', '적용', '지속', '리팩터링', 'AI', 'AR', '접목', '각종', '필터', '이상', '경력', '보유', '그래픽', '처리', '기본', '개념', '이해', 'UI', '서버', '클라이언트 개발', '경험', '이용', '외부', '라이브러리', '연동']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['C', '응용', 'SW', 'TCP', 'IP', 'UDP', 'RS', '통신', '모듈', 'WPF', '활용', 'GUI', '장비', 'CBT', 'MFC', '개발', '센서', '무장', '시뮬레이터', '학력', '대졸', '이상', '경력', '무관', '영어', '회화', '우수자', '제출', '서류', '이력서', '자기소개서', '기술', '서', '포트폴리오', '상기', '합격', '처리']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Toggle', 'Service', 'Infra', '구축', '운영', 'Cloud', 'On', 'premis', '개발', '환경', '지원', 'Google Cloud Platform', '사용', 'CI', 'CD', 'Jenkins', 'Github', 'Action', 'ansible', 'Issue', '처리', '이상', '경험', '이해', 'premise', 'Network', '보안', '분', '정보', '보호']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Jenkins']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['VIVAR', '3D', 'Configurator', '웹', '애플리케이션', '개발', 'Three.js', 'React', 'R', 'F', '활용', 'AR', '기반', '제품', '시각', '기능', '구현', 'Typescript', 'JavaScript', '사용', '프론트', '엔드', '객체', '지향', '프로그래밍', '사용자', '고객사', '경험', '최적화', 'D', '캔버스', '인터랙션', '엘리먼트', '조작', '프로젝트 관리', '협업', '일정', '관리', '작업', '우선순위', '설정', '포지션', '개발자', '확장', '유지', '보수', '신규', '기존', '개선', '코드', '품질', '성능', '최적', '이력', 'Java', 'Script', '가능', 'UX', 'UI', '기본', '구조', '렌더링', 'Blender']","{'언어': ['JavaScript', 'Typescript', 'Java'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['근무', '시간', '주요', '업무', 'B', 'SaaS', '트레이딩', '서비스', 'Fincatch', 'CHECK', 'H', 'FOS', '운영', '개발', 'Buy', 'Side', 'OMS', 'FIX', '시세', 'KRX', 'NXT', '처리', '솔루션', '채용', '절차', '서류', '전형', 'One', 'Day', '면접', '최종', '합격', '필요', '시', '자사', '양식', '이력서', '제출', '요청', '하루', '실무', '대표', '진행', '프로세스', 'IT', '관련', '경력', '이상', 'C', 'Pro', 'C 프로그래밍', '경험', '리눅스', 'IPC', 'S', '터미널', '환경']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['농장', '환경', '생체', '데이터', '전처리', 'feature', '추출', '정형', '영상', '사운드', '기반', '모델링', 'Edge', 'AI', '구현', '모델', '최적', '지속', '서비스', '파이프라인', '구축', '유지', '통계', '분석', '개발', '리딩', '경험', '이상', '실무', 'Python', 'R', '활용', '이해', 'TensorFlow', 'PyTorch', '딥 러닝', '이용', 'Data', '주제', '이슈', '부서', '커뮤니케이션', '강점', '리눅스']","{'언어': ['Python'], '프레임워크': [], '라이브러리': ['TensorFlow'], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['사업체', '고객', '상담', '맞춤', 'AI', '자동', '생성', 'B', 'SaaS', '개발', '출시', '국내', '최고', '수준', '성장', '속도', '직군', '채용', 'Frontend', 'engineer', 'Product', 'owner', 'Marketing', 'Sales', 'Designer', 'Backend', 'Preferences', '급속', 'startup', '초기', '멤버', '참여', '기회', '갈망', '의지', '열정', 'docenty', '제품', '사업', '관심', 'LLM', 'chatbot', '해외', '시장', 'global', 'tech', '기업', '경쟁', '일반', '전형', '과정', '서류', '심사', 'casual', 'video', 'call', '회사', '설명', 'on', 'site', 'interview', 'a.', '전공', '과목', '연구', '주제', 'in', 'depth', '기술', '문답', '토론', 'b.', 'position', '실무', '면접', '경우', 'live', 'coding', 'system', 'architecture', 'design', 'google', '미국', 'big', '일부', '유사']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['API', '설계', '개발', 'NestJS', '사용', 'RESTful', '구현', '신규', '기능', '기존', '서비스', '유지', '보수', '데이터베이스', '최적화', 'MySQL', '기반', '데이터', '모델링', 'TypeORM', '활용', '마이그레이션', '성능', '개선', 'AWS', '인프라', '관리', '운영', 'EC', 'ALB', 'S', 'RDS', 'Lambda', 'CI', 'CD', '파이프라인', '구축', '검색', '알고리즘', 'ElasticSearch', '시스템', '실시간', '자동', '완성', '추천', '결제', '관련', '비즈니스', '로직', '필수', '자격', '요건', '백엔드 개발', '경력', '이상', 'Node.js', '프레임', '워크', '실무', '경험', '관계', '유사', 'ORM', '능력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['ElasticSearch']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['React', 'Vue', '프레임웍', '환경', '웹', '퍼블리싱', '작업', 'HTML', 'CSS', 'SCSS', '웹 표준', '시멘틱', '마크업', '접근성', '유관', '경력', '이상', '역량', '보유자']","{'언어': [], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Design', 'develop', 'and', 'maintain', 'backend', 'APIs', 'databases', 'systems', 'using', 'Golang', 'programming', 'language', 'Ensure', 'the', 'scalability', 'availability', 'security', 'of', 'Write', 'high', 'quality', 'reusable', 'well', 'documented', 'code', 'in', 'Collaborate', 'with', 'cross', 'functional', 'teams', 'including', 'front', 'end', 'developers', 'product', 'managers', 'to', 'ensure', 'seamless', 'integration', 'back', 'Troubleshoot', 'debug', 'production', 'issues', 'a', 'timely', 'effective', 'manner', 'aws', 'debugging', 'tools', 'techniques', 'Optimize', 'database', 'queries', 'system', 'performance', 'improve', 'response', 'time', 'A', 'Bachelor', 's', 'degree', 'related', 'field', 'study', 'or', 'at', 'least', 'years', 'proven', 'experience', 'is', 'required', 'Knowledge', 'Operating', 'System', 'Network', 'R', 'ich', 'experiences', 'design', 'patterns', 'data', 'structures', 'algorithms', 'Strong', 'background', 'web', 'technologies', 'intimate', 'understanding', 'HTTP', 'HTTPS', 'protocol', 'Proficiency', 'common', 'tech', 'stacks', 'for', 'RESTful', 'API', 'Familiarity', 'multitude', 'stores', 'SQL', 'NoSQL', 'Redis', 'Extensive', 'building', 'infrastructure', 'on', 'AWS', 'other', 'cloud', 'services', 'clean', 'maintainable', 'efficient', 'while', 'following', 'best', 'practices', 'coding', 'standards', 'Excellent', 'written', 'verbal', 'communication', 'skills', 'English', 'Experience', 'managing', 'above', 'MAU', 'million', 'users']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['기업', '스타트업', '인', '플루', '원서', '대상', 'PB', '제품', '개발', '컨설팅', '프로젝트 관리', '상품', '기획', '제조', '프로젝트', 'PM', '국내', '외', '제조사', '발굴', '협업', '경력', '이상', '보유자', '양산', '과정', '이해도', '보유', '필요', '다양', '파트너사', '경험', '다수', '인프라', '솔루션', '고객', '요구', '기술', '기반', '가치', '제안', '능력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['직무', '소개', '캐치', '테이블', 'Data', 'Engineer', '발생', '다양', '데이터', '수집', '처리', '저장', '서빙', '담당', '데이터 분석', '사이언티스트를', '포함', '구성원', '신뢰', '품질', '제공', '업무', '수행', '주요', '전사', '사용', '환경', '개선', '거버넌스', '체계', '수립', '표준', '기반', '의사', '결정', '통합', '분석', '설계', '구축', '운영', '효율', '안정', '성능', '확장', '가능', '시스템', '개발', '향상', '지속', '모니터링', '검증', '엔지니어링', '분야', '관련', '경력', '이상', '보유자', '프로그래밍', '언어', 'Python', 'Java', '컴', '플라이', '원스', '이해', '보유', '클라우드', '플랫폼', '구성', '프로덕션', '레벨', '경험', 'Kubernetes', 'Docker', 'Airflow', 'kafka', '이해도']","{'언어': ['Python', 'Java'], '프레임워크': [], '라이브러리': [], '툴': ['Docker', 'Kubernetes']}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Kubernetes', 'Pipeline', 'Cloud', '인프라', '구축', '운영', '어플리케이션', '모니터링', '취약', '점검', '대응', '장애', '처리', '프로세스', 'IaC', 'CI', 'CD', '자동', '관리', 'Configuration', 'management', '업무', '자원', '접근', '권한', 'DevOps', '경력', 'AWS', 'GCP', 'NCP', '기반', '실무', '이상', '운영체제', '리눅스', '네트워크', '관련', '전문', '지식', '보유', '개발', '서비스', '배포', '라이브', '경험', '프로그래밍', '언어', '오픈', '소스', '라이센스', '체계', '도구', '사용']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': ['Kubernetes']}"
